,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Up,Down,Left,Right
328,512,128,16,8,2,16,32,2,0,0,16,4,0,0,2,0,1,0,0,0
329,512,128,16,8,2,16,32,2,16,4,0,0,4,0,0,0,0,0,1,0
330,512,128,16,8,2,16,32,2,0,16,4,2,0,0,0,4,0,0,0,1
331,512,128,16,8,4,32,32,4,0,0,4,4,0,0,0,0,1,0,0,0
332,512,128,16,8,4,32,32,8,2,0,4,0,0,0,0,0,1,0,0,0
333,512,128,16,16,4,32,32,0,2,2,4,0,0,0,0,0,1,0,0,0
334,512,128,32,0,4,64,0,0,4,4,2,0,0,0,0,0,0,0,1,0
335,512,128,32,0,8,64,2,0,2,4,0,0,0,0,0,0,1,0,0,0
336,512,128,32,0,8,64,2,0,2,4,0,0,2,0,0,0,0,0,1,0
337,512,128,32,2,8,64,2,0,4,4,0,0,0,0,0,0,1,0,0,0
338,512,128,32,4,8,64,2,0,4,4,0,0,0,0,0,0,1,0,0,0
339,512,128,32,4,8,64,2,0,8,0,0,0,2,0,0,0,0,0,1,0
340,512,128,32,4,16,64,4,0,2,0,0,0,0,0,0,0,1,0,0,0
341,512,128,32,4,16,64,4,0,4,0,0,0,0,0,0,0,0,0,1,0
342,512,128,32,4,16,64,4,2,0,0,0,4,0,0,0,0,0,0,0,1
343,512,128,32,4,16,64,4,2,2,4,0,0,0,0,0,0,0,0,1,0
344,512,128,32,4,16,64,4,2,4,4,0,0,0,0,0,0,1,0,0,0
345,512,128,32,4,16,64,4,2,8,0,0,0,2,0,0,0,0,0,1,0
346,512,128,32,4,16,64,4,2,0,0,8,4,0,0,0,2,0,0,0,1
347,512,128,32,4,16,64,4,2,2,8,4,0,2,0,0,0,0,0,1,0
348,512,128,32,4,16,64,8,2,4,8,0,0,0,2,0,0,1,0,0,0
349,512,128,32,4,16,64,8,2,4,8,0,0,4,0,0,0,0,0,1,0
350,512,128,32,4,16,64,8,4,8,8,0,0,0,0,0,0,1,0,0,0
351,512,128,32,8,16,64,8,4,8,8,0,0,0,0,0,0,1,0,0,0
352,512,128,32,8,16,64,8,4,8,8,0,2,0,0,0,0,1,0,0,0
353,512,128,32,8,16,64,8,4,8,8,0,4,0,0,0,0,1,0,0,0
354,512,128,32,8,16,64,8,8,8,8,2,0,0,0,0,0,1,0,0,0
355,512,128,32,16,16,64,8,2,8,8,2,0,0,0,0,0,1,0,0,0
356,512,128,32,16,16,64,8,2,0,0,16,2,0,0,0,2,0,0,0,1
357,512,128,32,16,16,64,8,4,0,2,16,2,0,0,0,0,1,0,0,0
358,512,128,32,16,16,64,8,4,0,2,16,2,0,0,0,2,0,0,0,1
359,512,128,32,16,16,64,8,4,2,2,16,4,0,0,0,0,1,0,0,0
360,512,128,32,16,16,64,8,8,2,2,16,0,0,0,2,0,1,0,0,0
361,512,128,32,16,0,16,64,16,0,4,16,2,0,0,0,2,0,0,0,1
362,512,128,32,32,2,16,64,4,0,4,16,0,0,0,0,0,1,0,0,0
363,512,128,64,0,2,16,64,4,4,16,0,0,2,0,0,0,0,0,1,0
364,512,128,128,4,2,32,2,0,4,0,0,0,2,0,0,0,1,0,0,0
365,512,256,4,0,2,32,2,0,4,0,0,0,4,0,0,0,0,0,1,0
366,512,256,4,2,2,32,2,0,8,0,0,0,0,0,0,0,1,0,0,0
367,512,256,4,2,0,2,32,2,0,0,0,8,0,0,0,2,0,0,0,1
368,512,256,4,4,0,4,32,8,0,0,0,2,0,0,0,0,1,0,0,0
369,512,256,8,0,4,32,8,0,2,0,0,0,2,0,0,0,0,0,1,0
370,512,256,16,4,4,32,0,0,4,0,0,0,0,0,0,0,1,0,0,0
371,512,256,16,4,0,4,32,2,0,0,0,4,0,0,0,0,0,0,0,1
372,512,256,16,4,2,4,32,2,4,0,0,0,0,0,0,0,0,0,1,0
373,512,256,16,4,2,4,32,2,4,0,2,0,0,0,0,0,1,0,0,0
374,512,256,16,4,2,4,32,2,0,0,4,2,0,0,0,2,0,0,0,1
375,512,256,16,4,2,4,32,4,0,2,4,2,0,0,0,0,1,0,0,0
376,512,256,16,8,4,4,32,2,0,2,4,0,0,0,0,0,1,0,0,0
377,512,256,16,8,4,4,32,2,0,4,4,0,0,0,0,0,1,0,0,0
378,512,256,16,8,4,8,32,4,0,0,4,0,0,0,0,0,1,0,0,0
379,512,256,16,8,4,8,32,4,0,0,4,2,0,0,0,0,1,0,0,0
380,512,256,16,8,4,8,32,4,0,0,4,2,0,0,0,2,0,0,0,1
381,512,256,16,8,4,8,32,4,2,0,4,4,0,0,0,0,1,0,0,0
382,512,256,16,8,4,8,32,8,2,0,8,0,0,0,0,0,1,0,0,0
383,512,256,16,16,4,8,32,0,2,2,8,0,0,0,0,0,1,0,0,0
384,512,256,32,0,4,8,32,0,4,8,0,0,2,0,0,0,0,0,1,0
385,512,256,64,0,8,16,2,0,2,0,0,0,0,0,0,0,1,0,0,0
386,512,256,64,0,8,16,2,0,4,0,0,0,0,0,0,0,0,0,1,0
387,512,256,64,2,8,16,2,0,4,0,0,0,0,0,0,0,1,0,0,0
388,512,256,64,4,8,16,2,0,4,0,0,0,0,0,0,0,1,0,0,0
389,512,256,64,4,8,16,4,0,4,0,0,0,0,0,0,0,1,0,0,0
390,512,256,64,4,0,8,16,4,0,0,0,4,0,0,0,4,0,0,0,1
391,512,256,64,8,0,8,16,8,0,0,2,0,0,0,0,0,1,0,0,0
392,512,256,64,16,2,8,16,0,0,0,2,0,0,0,0,0,1,0,0,0
393,512,256,64,16,0,2,8,16,0,0,0,2,0,0,0,2,0,0,0,1
394,512,256,64,32,4,2,8,4,0,0,0,0,0,0,0,0,1,0,0,0
395,512,256,64,32,4,2,8,4,0,0,2,0,0,0,0,0,1,0,0,0
396,512,256,64,32,4,2,8,4,0,0,4,2,0,0,0,0,0,0,0,1
397,512,256,64,32,4,4,8,4,0,0,4,2,0,0,0,0,1,0,0,0
398,512,256,64,32,0,8,8,4,0,0,4,2,0,0,0,2,0,0,0,1
399,512,256,64,32,0,2,16,4,0,0,4,2,0,0,0,2,0,0,0,1
400,512,256,64,32,2,2,16,4,0,0,4,4,0,0,0,0,1,0,0,0
401,512,256,64,32,2,4,16,8,0,0,4,0,0,0,0,0,1,0,0,0
402,512,256,64,32,2,4,16,8,0,0,0,4,0,0,0,2,0,0,0,1
403,512,256,64,32,2,4,16,8,2,4,0,0,2,0,0,0,0,0,1,0
404,512,256,64,32,4,8,16,8,2,0,2,0,0,0,0,0,1,0,0,0
405,512,256,64,32,4,8,16,8,4,0,2,0,0,0,0,0,1,0,0,0
406,512,256,64,32,8,8,16,8,0,0,4,0,0,0,0,0,1,0,0,0
407,512,256,64,32,0,16,16,8,0,0,2,4,0,0,0,0,0,0,0,1
408,512,256,64,32,0,0,32,8,0,0,2,4,0,0,0,2,0,0,0,1
409,512,256,64,32,4,32,8,0,2,4,0,0,2,0,0,0,0,0,1,0
410,512,256,64,32,4,32,8,0,4,4,2,0,0,0,0,0,1,0,0,0
411,512,256,64,32,0,4,32,8,0,0,8,4,0,0,0,0,0,0,0,1
412,512,256,64,32,2,4,32,8,8,4,0,0,0,0,0,0,0,0,1,0
413,512,256,64,32,2,8,32,8,8,2,0,0,0,0,0,0,1,0,0,0
414,512,256,64,32,2,8,32,8,0,0,8,4,0,0,0,0,0,0,0,1
415,512,256,64,32,2,8,32,8,0,0,8,8,0,0,0,0,1,0,0,0
416,512,256,64,32,2,8,32,16,0,2,8,0,0,0,0,0,1,0,0,0
417,512,256,64,32,2,8,32,16,0,0,2,8,0,0,0,2,0,0,0,1
418,512,256,64,32,4,8,32,16,0,0,2,8,0,0,0,2,1,0,0,0
419,512,256,64,32,4,8,32,16,0,0,2,8,0,0,0,4,0,0,0,1
420,512,256,64,32,4,8,32,16,2,0,2,8,0,0,0,4,1,0,0,0
421,512,256,64,32,4,8,32,16,2,0,4,8,0,0,0,4,1,0,0,0
422,512,256,64,32,4,8,32,16,0,2,4,8,0,0,2,4,0,0,0,1
423,512,256,64,32,4,8,32,16,2,4,8,0,4,2,4,0,0,0,1,0
424,512,256,64,32,4,8,32,16,2,4,8,2,0,4,2,4,0,0,0,1
425,512,256,64,32,4,8,32,16,4,8,8,2,0,0,2,4,1,0,0,0
426,512,256,64,32,8,16,32,16,0,2,8,2,0,0,2,4,1,0,0,0
427,512,256,64,32,8,16,32,16,4,8,2,0,2,4,0,0,0,0,1,0
428,512,256,64,32,8,16,32,16,4,8,2,2,2,4,0,0,1,0,0,0
429,512,256,64,32,8,16,32,16,0,4,8,4,0,2,4,2,0,0,0,1
430,512,256,64,32,8,16,32,16,2,4,8,4,2,4,2,0,0,0,1,0
431,512,256,64,32,8,16,32,16,4,8,8,4,0,0,2,2,1,0,0,0
432,512,256,64,32,8,16,32,16,4,16,4,0,4,2,0,0,0,0,1,0
433,512,256,64,32,8,32,32,16,8,2,4,0,0,0,2,0,1,0,0,0
434,512,256,64,32,0,8,64,16,0,8,2,4,0,0,0,4,0,0,0,1
435,512,256,128,32,0,16,4,16,0,0,0,8,0,0,0,0,1,0,0,0
436,512,256,128,32,16,4,16,0,8,0,0,0,2,0,0,0,0,0,1,0
437,512,256,128,32,16,4,16,2,8,0,0,0,2,0,0,0,1,0,0,0
438,512,256,128,32,16,4,16,4,8,0,0,0,2,0,0,0,1,0,0,0
439,512,256,128,32,16,4,16,4,0,0,8,2,0,0,0,2,0,0,0,1
440,512,256,128,32,16,4,16,4,0,0,8,4,0,0,2,0,1,0,0,0
441,512,256,128,32,16,4,16,8,0,2,8,0,0,0,2,0,1,0,0,0
442,512,256,128,32,16,4,16,8,0,0,4,8,0,0,0,2,0,0,0,1
443,512,256,128,32,16,4,16,16,0,0,4,2,0,0,2,0,1,0,0,0
444,512,256,128,32,0,16,4,32,0,0,4,2,0,0,0,4,0,0,0,1
445,512,256,128,64,0,16,8,2,0,0,4,4,0,0,0,0,1,0,0,0
446,512,256,128,64,16,8,2,0,8,0,0,0,4,0,0,0,0,0,1,0
447,512,256,128,64,16,8,4,0,8,0,0,0,4,0,0,0,1,0,0,0
448,512,256,128,64,0,16,8,4,0,0,8,2,0,0,0,4,0,0,0,1
449,512,256,128,64,0,16,16,4,0,2,0,2,0,0,0,4,1,0,0,0
450,512,256,128,64,0,16,16,4,0,2,2,2,0,0,0,4,1,0,0,0
451,512,256,128,64,0,0,32,4,0,0,2,4,0,0,2,4,0,0,0,1
452,512,256,128,64,2,0,32,8,0,0,4,4,0,0,0,0,1,0,0,0
453,512,256,128,64,0,2,32,8,0,0,0,8,0,0,0,2,0,0,0,1
454,512,256,128,64,2,2,32,16,0,0,0,2,0,0,0,0,1,0,0,0
455,512,256,128,64,4,2,32,16,0,0,0,2,0,0,0,0,1,0,0,0
456,512,256,128,64,4,2,32,16,0,0,0,2,0,0,0,2,0,0,0,1
457,512,256,128,64,4,2,32,16,0,0,2,4,0,0,0,0,1,0,0,0
458,512,256,128,64,4,2,32,16,0,0,4,4,0,0,0,0,1,0,0,0
459,512,256,128,64,4,2,32,16,0,0,2,8,0,0,0,0,0,0,0,1
460,512,256,128,64,4,2,32,16,0,0,4,8,0,0,0,0,0,0,0,1
461,512,256,128,64,4,2,32,16,4,8,0,0,2,0,0,0,0,0,1,0
462,512,256,128,64,4,2,32,16,0,0,4,8,0,0,0,4,0,0,0,1
463,512,256,128,64,4,4,32,16,0,0,4,8,0,0,0,4,1,0,0,0
464,512,256,128,64,0,8,32,16,0,2,4,8,0,0,0,4,0,0,0,1
465,512,256,128,64,0,8,32,16,0,2,4,8,0,0,2,4,0,0,0,1
466,512,256,128,64,2,8,32,16,0,2,4,8,0,0,2,4,1,0,0,0
467,512,256,128,64,2,8,32,16,0,2,4,8,0,0,4,4,0,0,0,1
468,512,256,128,64,4,8,32,16,0,2,8,8,0,0,0,4,1,0,0,0
469,512,256,128,64,4,8,32,16,0,0,2,16,0,0,2,4,0,0,0,1
470,512,256,128,64,4,8,32,32,0,4,4,4,0,0,0,0,1,0,0,0
471,512,256,128,64,0,4,8,64,0,2,4,8,0,0,0,0,0,0,0,1
472,512,256,128,128,0,4,8,8,0,2,4,0,0,0,2,0,1,0,0,0
473,512,256,256,0,4,16,0,0,2,4,0,0,4,0,0,0,0,0,1,0
474,512,512,0,0,4,16,0,0,2,4,2,0,4,0,0,0,0,0,1,0
475,1024,0,0,0,4,16,0,0,2,4,4,0,4,0,0,0,0,0,1,0
476,1024,16,2,0,4,4,4,0,2,0,0,0,4,0,0,0,1,0,0,0
477,1024,16,2,0,8,4,0,0,4,0,0,0,4,0,0,0,0,0,1,0
478,1024,16,2,4,8,4,0,0,8,0,0,0,0,0,0,0,1,0,0,0
479,1024,16,2,4,8,4,0,0,8,2,0,0,0,0,0,0,0,0,1,0
480,1024,16,4,4,16,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0
481,1024,16,8,0,16,4,0,0,4,0,0,0,0,0,0,0,0,0,1,0
482,0,1024,16,8,0,16,4,2,0,0,0,4,0,0,0,0,0,0,0,1
483,1024,16,8,0,2,16,4,2,4,0,0,0,0,0,0,0,0,0,1,0
484,1024,32,8,4,2,0,4,0,4,0,0,0,0,0,0,0,1,0,0,0
485,1024,32,8,4,2,4,2,0,4,0,0,0,0,0,0,0,0,0,1,0
486,1024,32,8,4,2,4,2,0,4,2,0,0,0,0,0,0,1,0,0,0
487,1024,32,8,4,0,2,4,2,0,0,4,2,0,0,0,2,0,0,0,1
488,1024,32,8,4,0,4,8,4,0,0,0,2,0,0,0,0,1,0,0,0
489,1024,32,16,8,0,4,0,4,0,0,0,0,0,0,0,0,1,0,0,0
490,1024,32,16,8,0,4,2,4,0,0,0,0,0,0,0,0,1,0,0,0
491,1024,32,16,8,0,4,2,4,0,0,0,2,0,0,0,0,0,0,0,1
492,1024,32,16,8,0,4,2,4,0,0,0,4,0,0,0,0,1,0,0,0
493,1024,32,16,8,0,4,4,8,0,0,0,0,0,0,0,0,1,0,0,0
494,1024,32,16,16,2,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0
495,1024,32,32,0,2,8,0,0,0,0,0,0,2,0,0,0,0,0,1,0
496,1024,32,32,0,4,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0
497,1024,64,0,0,4,8,2,0,0,0,0,0,2,0,0,0,0,0,1,0
498,1024,64,2,0,4,8,0,0,4,0,0,0,0,0,0,0,1,0,0,0
499,1024,64,2,0,8,8,0,0,2,0,0,0,0,0,0,0,1,0,0,0
500,1024,64,2,0,16,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0
501,1024,64,2,2,16,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
502,1024,64,4,0,16,0,0,0,4,0,0,0,2,0,0,0,0,0,1,0
503,1024,64,4,0,16,0,2,0,4,0,0,0,2,0,0,0,1,0,0,0
504,1024,64,4,0,16,4,0,0,4,0,0,0,2,0,0,0,0,0,1,0
505,1024,64,4,2,16,4,0,0,4,0,0,0,2,0,0,0,1,0,0,0
506,1024,64,4,4,16,4,0,0,4,0,0,0,2,0,0,0,1,0,0,0
507,1024,64,8,0,16,4,2,0,4,0,0,0,2,0,0,0,0,0,1,0
508,1024,64,8,2,16,4,2,0,4,0,0,0,2,0,0,0,1,0,0,0
509,1024,64,8,2,0,16,4,2,0,0,4,2,0,0,0,2,0,0,0,1
510,1024,64,8,4,2,16,8,4,0,0,0,0,0,0,0,0,1,0,0,0
511,1024,64,16,8,2,16,0,2,0,0,0,0,0,0,0,0,1,0,0,0
512,1024,64,16,8,0,2,16,2,0,0,0,0,0,0,0,2,0,0,0,1
513,1024,64,32,8,0,2,2,4,0,0,0,0,0,0,0,0,1,0,0,0
514,1024,64,32,8,0,0,4,4,0,0,0,0,0,0,0,2,0,0,0,1
515,1024,64,32,8,0,2,4,4,0,0,0,2,0,0,0,0,1,0,0,0
516,1024,64,32,8,0,0,2,8,0,0,0,2,0,0,0,2,0,0,0,1
517,1024,64,32,16,0,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0
518,1024,64,32,16,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,1
519,1024,64,32,16,0,0,0,8,0,0,0,4,0,0,0,0,1,0,0,0
520,1024,64,32,16,0,0,4,8,0,0,0,4,0,0,0,0,0,0,0,1
521,1024,64,32,16,0,0,4,8,0,0,2,4,0,0,0,0,1,0,0,0
522,1024,64,32,16,4,8,0,0,2,4,0,0,2,0,0,0,0,0,1,0
523,1024,64,32,16,0,0,4,8,0,2,4,2,0,0,0,2,0,0,0,1
524,1024,64,32,16,0,4,8,8,0,0,0,4,0,0,0,0,1,0,0,0
525,1024,64,32,16,0,0,4,16,0,0,2,4,0,0,0,0,0,0,0,1
526,1024,64,32,32,0,0,4,4,0,0,4,0,0,0,0,0,1,0,0,0
527,1024,64,64,0,8,0,0,0,4,0,0,0,2,0,0,0,0,0,1,0
528,1024,128,0,0,8,0,0,0,4,2,0,0,2,0,0,0,0,0,1,0
529,1024,128,2,0,8,2,0,0,4,0,0,0,2,0,0,0,1,0,0,0
530,1024,128,2,0,8,4,0,0,4,0,0,0,2,0,0,0,1,0,0,0
531,1024,128,2,2,8,4,0,0,4,0,0,0,2,0,0,0,1,0,0,0
532,1024,128,2,4,8,4,0,0,4,0,0,0,2,0,0,0,1,0,0,0
533,1024,128,2,4,8,4,2,0,4,0,0,0,2,0,0,0,0,0,1,0
534,1024,128,4,4,8,4,2,0,4,0,0,0,2,0,0,0,1,0,0,0
535,1024,128,8,0,8,4,4,0,4,0,0,0,2,0,0,0,0,0,1,0
536,1024,128,8,2,8,8,0,0,4,0,0,0,2,0,0,0,0,0,1,0
537,1024,128,8,2,16,2,0,0,4,0,0,0,2,0,0,0,0,0,1,0
538,1024,128,8,2,16,2,4,0,4,0,0,0,2,0,0,0,1,0,0,0
539,1024,128,8,2,16,2,4,0,4,0,0,0,4,0,0,0,0,0,1,0
540,1024,128,8,4,16,2,4,0,8,0,0,0,0,0,0,0,1,0,0,0
541,1024,128,8,4,0,16,2,4,0,0,8,2,0,0,0,0,0,0,0,1
542,1024,128,8,8,0,16,2,2,0,2,8,0,0,0,0,0,1,0,0,0
543,1024,128,16,0,16,4,0,0,2,8,0,0,2,0,0,0,0,0,1,0
544,1024,128,16,0,16,4,2,0,4,8,0,0,0,0,0,0,1,0,0,0
545,1024,128,16,2,16,4,2,0,4,8,0,0,0,0,0,0,1,0,0,0
546,1024,128,16,4,16,4,2,0,4,8,0,0,0,0,0,0,1,0,0,0
547,1024,128,16,4,0,16,4,2,0,0,4,8,0,0,0,2,0,0,0,1
548,1024,128,16,4,0,16,8,2,0,0,2,8,0,0,0,2,1,0,0,0
549,1024,128,16,4,2,16,8,2,2,8,0,0,2,0,0,0,0,0,1,0
550,1024,128,16,4,2,16,8,2,0,0,2,8,0,0,0,4,0,0,0,1
551,1024,128,16,4,2,16,8,2,2,8,0,0,2,4,0,0,0,0,1,0
552,1024,128,16,4,2,16,8,2,0,2,8,2,0,0,2,4,0,0,0,1
553,1024,128,16,4,4,16,16,4,0,2,2,4,0,0,0,0,1,0,0,0
554,1024,128,32,8,4,16,4,4,0,2,0,0,0,0,0,0,1,0,0,0
555,1024,128,32,8,0,4,16,8,0,0,0,4,0,0,0,0,0,0,0,1
556,1024,128,32,16,4,4,16,4,0,0,0,0,0,0,0,0,1,0,0,0
557,1024,128,32,16,0,8,16,4,0,0,0,0,0,0,0,2,0,0,0,1
558,1024,128,32,16,2,8,16,4,0,0,0,2,0,0,0,0,1,0,0,0
559,1024,128,32,16,2,8,16,4,0,0,0,4,0,0,0,0,0,0,0,1
560,1024,128,32,16,2,8,16,8,0,0,0,2,0,0,0,0,1,0,0,0
561,1024,128,32,16,2,8,16,8,0,0,4,2,0,0,0,0,0,0,0,1
562,1024,128,32,16,2,8,16,8,0,0,4,2,0,0,0,2,0,0,0,1
563,1024,128,32,16,2,8,16,8,4,0,4,4,0,0,0,0,1,0,0,0
564,1024,128,32,16,2,8,16,8,0,0,4,8,0,0,0,2,0,0,0,1
565,1024,128,32,16,2,8,16,16,0,2,4,2,0,0,0,0,1,0,0,0
566,1024,128,32,32,4,8,16,2,0,2,4,0,0,0,0,0,1,0,0,0
567,1024,128,64,0,4,8,16,2,2,4,0,0,2,0,0,0,0,0,1,0
568,1024,128,64,2,4,8,16,4,4,4,0,0,0,0,0,0,1,0,0,0
569,1024,128,64,2,8,8,16,4,0,4,0,0,0,2,0,0,1,0,0,0
570,1024,128,64,2,0,16,16,4,0,0,0,4,0,0,0,4,0,0,0,1
571,1024,128,64,2,32,4,0,0,2,4,0,0,4,0,0,0,0,0,1,0
572,1024,128,64,2,32,8,2,0,2,0,0,0,4,0,0,0,1,0,0,0
573,1024,128,64,2,0,32,8,2,0,0,0,4,0,0,0,4,0,0,0,1
574,1024,128,64,4,0,32,8,8,0,2,0,0,0,0,0,0,1,0,0,0
575,1024,128,64,4,0,0,32,16,0,0,0,2,0,0,0,2,0,0,0,1
576,1024,128,64,4,0,0,32,16,0,0,2,4,0,0,0,0,1,0,0,0
577,1024,128,64,4,32,16,0,0,2,4,0,0,2,0,0,0,0,0,1,0
578,1024,128,64,4,32,16,0,2,4,4,0,0,0,0,0,0,1,0,0,0
579,1024,128,64,4,0,32,16,4,0,0,0,8,0,0,0,0,0,0,0,1
580,1024,128,64,8,0,32,16,8,0,0,2,0,0,0,0,0,1,0,0,0
581,1024,128,64,16,0,32,16,0,0,0,2,0,0,0,4,0,1,0,0,0
582,1024,128,64,16,0,0,32,16,0,0,0,2,0,0,2,4,0,0,0,1
583,1024,128,64,32,0,0,32,2,0,0,4,4,0,0,0,0,1,0,0,0
584,1024,128,64,32,32,2,0,0,2,8,0,0,0,0,0,0,0,0,1,0
585,1024,128,64,32,32,2,0,0,4,8,0,0,0,0,0,0,1,0,0,0
586,1024,128,64,32,0,0,32,2,0,0,4,8,0,0,0,2,0,0,0,1
587,1024,128,64,32,2,32,2,0,4,8,0,0,2,0,0,0,0,0,1,0
588,1024,128,64,32,0,2,32,2,0,0,4,8,0,0,0,4,0,0,0,1
589,1024,128,64,32,4,2,32,2,4,8,0,0,4,0,0,0,0,0,1,0
590,1024,128,64,32,8,2,32,4,4,8,0,0,0,0,0,0,1,0,0,0
591,1024,128,64,32,8,2,32,4,4,8,0,2,0,0,0,0,1,0,0,0
592,1024,128,64,32,8,2,32,4,0,4,8,2,0,0,0,2,0,0,0,1
593,1024,128,64,32,8,2,32,4,2,4,8,4,0,0,0,0,1,0,0,0
594,1024,128,64,32,8,2,32,8,4,4,8,0,0,0,0,0,1,0,0,0
595,1024,128,64,32,8,2,32,8,0,0,8,8,0,0,0,2,0,0,0,1
596,1024,128,64,32,8,2,32,16,2,0,8,2,0,0,0,0,1,0,0,0
597,1024,128,64,32,8,2,32,16,2,0,8,4,0,0,0,0,1,0,0,0
598,1024,128,64,32,8,2,32,16,0,2,8,4,0,0,0,4,0,0,0,1
599,1024,128,64,32,8,4,32,16,0,0,8,8,0,0,4,0,1,0,0,0
600,1024,128,64,32,8,4,32,16,0,0,2,16,0,0,0,4,0,0,0,1
601,1024,128,64,32,8,4,32,32,0,2,2,4,0,0,0,0,1,0,0,0
602,1024,128,64,64,8,4,32,4,0,2,2,0,0,0,4,0,1,0,0,0
603,1024,128,128,0,8,4,32,4,4,2,0,0,4,0,0,0,0,0,1,0
604,1024,256,0,0,8,4,32,4,4,2,4,0,4,0,0,0,0,0,1,0
605,1024,256,32,4,8,4,4,0,8,4,0,0,0,0,0,0,1,0,0,0
606,1024,256,32,4,8,8,0,0,8,4,2,0,0,0,0,0,0,0,1,0
607,1024,256,32,4,16,8,2,2,0,4,0,0,0,0,0,0,1,0,0,0
608,1024,256,32,4,0,16,8,4,0,0,0,4,0,0,0,2,0,0,0,1
609,1024,256,32,8,2,16,8,4,0,0,0,2,0,0,0,0,1,0,0,0
610,1024,256,32,8,2,16,8,4,0,0,0,4,0,0,0,0,1,0,0,0
611,1024,256,32,8,2,16,8,8,0,0,2,0,0,0,0,0,1,0,0,0
612,1024,256,32,16,4,16,8,0,0,0,2,0,0,0,0,0,1,0,0,0
613,1024,256,32,16,4,16,8,2,0,0,0,2,0,0,0,0,0,0,0,1
614,1024,256,32,16,4,16,8,4,0,0,2,0,0,0,0,0,1,0,0,0
615,1024,256,32,16,4,16,8,4,0,0,0,4,0,0,0,0,0,0,0,1
616,1024,256,32,16,4,16,8,8,2,0,0,0,0,0,0,0,1,0,0,0
617,1024,256,32,16,0,4,16,16,0,0,0,2,0,0,0,2,0,0,0,1
618,1024,256,32,32,2,4,16,4,0,0,0,0,0,0,0,0,1,0,0,0
619,1024,256,64,0,2,4,16,4,2,0,0,0,0,0,0,0,0,0,1,0
620,1024,256,64,2,4,4,16,4,0,0,0,0,0,0,0,0,1,0,0,0
621,1024,256,64,2,8,16,4,0,2,0,0,0,0,0,0,0,0,0,1,0
622,1024,256,64,4,8,16,4,0,2,0,0,0,0,0,0,0,1,0,0,0
623,1024,256,64,4,0,8,16,4,0,0,0,4,0,0,0,0,0,0,0,1
624,1024,256,64,8,0,8,16,4,0,0,2,0,0,0,0,0,1,0,0,0
625,1024,256,64,8,0,8,16,4,0,0,0,2,0,0,0,2,0,0,0,1
626,1024,256,64,8,0,8,16,4,0,2,0,4,0,0,0,0,1,0,0,0
627,1024,256,64,8,0,8,16,8,0,2,0,2,0,0,0,0,1,0,0,0
628,1024,256,64,16,2,8,16,2,0,2,0,0,0,0,0,0,1,0,0,0
629,1024,256,64,16,2,8,16,4,0,2,0,0,0,0,0,0,1,0,0,0
630,1024,256,64,16,2,8,16,4,0,0,0,2,0,0,0,2,0,0,0,1
631,1024,256,64,16,4,8,16,4,0,0,0,4,0,0,0,0,1,0,0,0
632,1024,256,64,16,4,8,16,8,0,0,0,2,0,0,0,0,1,0,0,0
633,1024,256,64,16,4,8,16,8,0,0,0,2,0,0,0,2,0,0,0,1
634,1024,256,64,16,4,8,16,8,0,2,0,4,0,0,0,0,1,0,0,0
635,1024,256,64,16,4,8,16,8,0,0,2,4,0,0,0,2,0,0,0,1
636,1024,256,64,16,4,8,16,8,0,0,4,4,0,0,0,2,1,0,0,0
637,1024,256,64,16,4,8,16,8,0,0,0,8,0,0,0,4,0,0,0,1
638,1024,256,64,16,4,8,16,16,2,0,0,4,0,0,0,0,1,0,0,0
639,1024,256,64,32,4,8,16,4,2,0,2,0,0,0,0,0,1,0,0,0
640,1024,256,64,32,4,8,16,4,0,0,2,4,0,0,0,0,0,0,0,1
641,1024,256,64,32,4,8,16,8,2,0,2,0,0,0,0,0,1,0,0,0
642,1024,256,64,32,4,8,16,8,2,0,2,2,0,0,0,0,1,0,0,0
643,1024,256,64,32,4,8,16,8,0,0,2,4,0,0,0,2,0,0,0,1
644,1024,256,64,32,4,8,16,8,4,4,0,0,2,0,0,0,0,0,1,0
645,1024,256,64,32,8,8,16,8,2,4,0,2,0,0,0,0,1,0,0,0
646,1024,256,64,32,8,8,16,8,2,4,0,4,0,0,0,0,1,0,0,0
647,1024,256,64,32,0,16,16,8,0,0,2,8,0,0,0,2,0,0,0,1
648,1024,256,64,32,0,16,16,16,0,2,2,2,0,0,0,0,1,0,0,0
649,1024,256,64,32,2,16,16,16,0,2,2,2,0,0,0,0,1,0,0,0
650,1024,256,64,32,0,2,16,32,0,0,4,4,0,0,0,0,0,0,0,1
651,1024,256,64,64,0,2,16,4,0,0,4,2,0,0,0,0,1,0,0,0
652,1024,256,128,0,4,16,4,0,4,2,0,0,0,0,0,0,0,0,1,0
653,1024,256,128,2,8,16,4,0,0,2,0,0,0,0,0,0,1,0,0,0
654,1024,256,128,4,8,16,4,0,0,2,0,0,0,0,0,0,1,0,0,0
