,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,Up,Down,Left,Right
250,512,16,4,2,0,0,16,2,0,0,0,4,0,0,0,2,0,0,0,1
251,512,16,4,4,2,0,16,4,0,0,0,2,0,0,0,0,1,0,0,0
252,512,16,8,0,2,16,4,0,4,0,0,0,0,0,0,0,0,0,1,0
253,512,32,8,0,2,0,4,0,4,0,2,0,0,0,0,0,1,0,0,0
254,512,32,8,0,4,4,0,0,4,2,0,0,0,0,0,0,0,0,1,0
255,512,32,8,2,8,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0
256,512,32,8,2,0,0,8,4,0,0,4,2,0,0,0,0,0,0,0,1
257,512,32,16,2,0,2,4,4,0,0,0,2,0,0,0,0,1,0,0,0
258,512,32,16,2,2,8,0,0,4,0,0,0,0,0,0,0,0,0,1,0
259,512,32,16,2,0,0,2,8,0,0,4,2,0,0,0,0,0,0,0,1
260,512,32,16,2,0,2,2,8,0,0,4,2,0,0,0,0,1,0,0,0
261,512,32,16,2,4,8,0,0,2,4,2,0,0,0,0,0,0,0,1,0
262,512,32,16,2,4,8,2,0,4,4,0,0,0,0,0,0,1,0,0,0
263,512,32,16,2,0,4,8,2,0,0,0,8,0,0,0,2,0,0,0,1
264,512,32,16,4,2,4,8,8,0,0,0,2,0,0,0,0,1,0,0,0
265,512,32,16,4,2,4,16,0,4,0,0,0,0,0,0,0,0,0,1,0
266,512,32,32,4,2,4,0,0,4,0,0,0,2,0,0,0,1,0,0,0
267,512,64,4,0,2,4,0,0,4,2,0,0,2,0,0,0,0,0,1,0
268,512,64,4,4,2,4,0,0,4,2,0,0,2,0,0,0,1,0,0,0
269,512,64,8,0,2,4,0,0,4,4,0,0,2,0,0,0,0,0,1,0
270,512,64,8,2,2,8,0,0,4,0,0,0,2,0,0,0,1,0,0,0
271,512,64,8,2,0,2,8,2,0,0,0,4,0,0,0,2,0,0,0,1
272,512,64,16,4,2,2,0,4,0,0,0,2,0,0,0,0,1,0,0,0
273,512,64,16,8,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0
274,512,64,16,8,0,0,4,4,0,0,0,0,0,0,0,2,0,0,0,1
275,512,64,16,8,0,0,2,8,0,0,0,0,0,0,0,2,0,0,0,1
276,512,64,16,16,2,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0
277,512,64,32,0,4,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0
278,512,64,32,0,8,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0
279,512,64,32,2,8,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0
280,512,64,32,2,8,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0
281,512,64,32,2,8,8,0,0,2,0,0,0,0,0,0,0,0,0,1,0
282,512,64,32,4,8,8,0,0,2,0,0,0,0,0,0,0,1,0,0,0
283,512,64,32,4,0,0,16,2,0,0,0,2,0,0,0,0,0,0,0,1
284,512,64,32,4,2,0,16,4,0,0,0,0,0,0,0,0,1,0,0,0
285,512,64,32,8,4,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0
286,512,64,32,8,0,0,4,16,0,0,0,2,0,0,0,0,0,0,0,1
287,512,64,32,8,0,0,4,16,0,0,0,2,0,0,0,4,0,0,0,1
288,512,64,32,8,0,2,4,16,0,0,0,2,0,0,0,4,1,0,0,0
289,512,64,32,8,0,2,4,16,0,0,2,2,0,0,0,4,1,0,0,0
290,512,64,32,8,2,4,16,0,4,2,0,0,4,0,0,0,0,0,1,0
291,512,64,32,8,2,4,16,0,8,2,2,0,0,0,0,0,1,0,0,0
292,512,64,32,8,2,4,16,2,8,2,2,0,0,0,0,0,1,0,0,0
293,512,64,32,8,2,4,16,4,8,2,2,0,0,0,0,0,1,0,0,0
294,512,64,32,8,2,4,16,4,0,0,8,4,0,0,0,2,0,0,0,1
295,512,64,32,8,4,4,16,8,0,0,8,2,0,0,0,0,1,0,0,0
296,512,64,32,16,4,4,16,4,0,0,8,0,0,0,0,0,1,0,0,0
297,512,64,32,16,4,8,16,4,0,0,8,0,0,0,0,0,1,0,0,0
298,512,64,32,16,4,8,16,4,8,0,0,0,2,0,0,0,0,0,1,0
299,512,64,32,16,4,8,16,8,8,0,0,0,2,0,0,0,1,0,0,0
300,512,64,32,16,4,8,16,8,8,0,0,2,2,0,0,0,1,0,0,0
301,512,64,32,16,4,8,16,8,8,0,2,2,2,0,0,0,1,0,0,0
302,512,64,32,16,4,8,16,8,0,0,8,4,0,0,0,4,0,0,0,1
303,512,64,32,16,8,8,16,8,0,0,8,8,0,0,0,0,1,0,0,0
304,512,64,32,16,8,8,16,16,0,2,8,0,0,0,0,0,1,0,0,0
305,512,64,32,32,8,8,16,0,0,4,8,0,0,0,0,0,1,0,0,0
306,512,64,64,0,16,16,0,0,4,8,0,0,4,0,0,0,0,0,1,0
307,512,128,0,0,32,2,0,0,4,8,0,0,4,0,0,0,0,0,1,0
308,512,128,0,0,32,4,0,0,4,8,0,0,4,0,0,0,0,0,1,0
309,512,128,0,2,32,4,0,0,8,8,0,0,0,0,0,0,1,0,0,0
310,512,128,4,0,32,4,0,0,16,0,0,0,0,0,0,0,0,0,1,0
311,512,128,4,2,0,0,32,4,0,0,0,16,0,0,0,0,0,0,0,1
312,512,128,4,2,2,32,4,0,16,0,0,0,0,0,0,0,0,0,1,0
313,512,128,8,4,2,32,0,0,16,0,0,0,0,0,0,0,1,0,0,0
314,512,128,8,4,0,0,2,32,0,0,0,16,0,0,0,2,0,0,0,1
315,512,128,8,4,0,2,2,32,0,0,0,16,0,0,0,2,1,0,0,0
316,512,128,8,4,0,0,4,32,0,0,2,16,0,0,0,2,0,0,0,1
317,512,128,8,4,2,4,32,0,2,16,0,0,2,0,0,0,0,0,1,0
318,512,128,8,4,4,4,32,0,2,16,0,0,0,2,0,0,1,0,0,0
319,512,128,8,4,8,32,0,0,2,16,2,0,2,0,0,0,0,0,1,0
320,512,128,8,8,8,32,2,0,4,16,0,0,0,0,0,0,1,0,0,0
321,512,128,16,0,8,32,2,4,4,16,0,0,0,0,0,0,0,0,1,0
322,512,128,16,4,8,32,2,2,4,16,0,0,0,0,0,0,1,0,0,0
323,512,128,16,4,0,8,32,4,0,4,16,2,0,0,0,0,0,0,0,1
324,512,128,16,8,2,8,32,2,0,4,16,0,0,0,0,0,1,0,0,0
325,512,128,16,8,2,8,32,2,4,16,0,0,4,0,0,0,0,0,1,0
326,512,128,16,8,2,8,32,2,8,16,2,0,0,0,0,0,1,0,0,0
327,512,128,16,8,2,8,32,2,0,8,16,4,0,0,0,0,0,0,0,1
